period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2025-10-23,TEX,Texas,D,Demand,Central,Central,1289614,megawatthours
2025-10-22,CAL,California,D,Demand,Central,Central,729955,megawatthours
2025-10-22,CAR,Carolinas,D,Demand,Central,Central,521970,megawatthours
2025-10-22,FLA,Florida,D,Demand,Central,Central,742531,megawatthours
2025-10-22,NY,New York,D,Demand,Central,Central,362527,megawatthours
2025-10-22,TEN,Tennessee,D,Demand,Central,Central,384820,megawatthours
2025-10-22,TEX,Texas,D,Demand,Central,Central,1235046,megawatthours
2025-10-21,CAL,California,D,Demand,Central,Central,728795,megawatthours
2025-10-21,CAR,Carolinas,D,Demand,Central,Central,529524,megawatthours
2025-10-21,FLA,Florida,D,Demand,Central,Central,754638,megawatthours
2025-10-21,NY,New York,D,Demand,Central,Central,355676,megawatthours
2025-10-21,TEN,Tennessee,D,Demand,Central,Central,383634,megawatthours
2025-10-21,TEX,Texas,D,Demand,Central,Central,1340756,megawatthours
2025-10-20,CAL,California,D,Demand,Central,Central,727346,megawatthours
2025-10-20,CAR,Carolinas,D,Demand,Central,Central,513764,megawatthours
2025-10-20,FLA,Florida,D,Demand,Central,Central,732595,megawatthours
2025-10-20,NY,New York,D,Demand,Central,Central,367631,megawatthours
2025-10-20,TEN,Tennessee,D,Demand,Central,Central,378429,megawatthours
2025-10-20,TEX,Texas,D,Demand,Central,Central,1324572,megawatthours
2025-10-19,CAL,California,D,Demand,Central,Central,666833,megawatthours
2025-10-19,CAR,Carolinas,D,Demand,Central,Central,498055,megawatthours
2025-10-19,FLA,Florida,D,Demand,Central,Central,706020,megawatthours
2025-10-19,NY,New York,D,Demand,Central,Central,334199,megawatthours
2025-10-19,TEN,Tennessee,D,Demand,Central,Central,366866,megawatthours
2025-10-19,TEX,Texas,D,Demand,Central,Central,1239294,megawatthours
2025-10-18,CAL,California,D,Demand,Central,Central,679673,megawatthours
2025-10-18,CAR,Carolinas,D,Demand,Central,Central,501852,megawatthours
2025-10-18,FLA,Florida,D,Demand,Central,Central,662359,megawatthours
2025-10-18,NY,New York,D,Demand,Central,Central,333114,megawatthours
2025-10-18,TEN,Tennessee,D,Demand,Central,Central,414165,megawatthours
2025-10-18,TEX,Texas,D,Demand,Central,Central,1367849,megawatthours
2025-10-17,CAL,California,D,Demand,Central,Central,697025,megawatthours
2025-10-17,CAR,Carolinas,D,Demand,Central,Central,508750,megawatthours
2025-10-17,FLA,Florida,D,Demand,Central,Central,702856,megawatthours
2025-10-17,NY,New York,D,Demand,Central,Central,354946,megawatthours
2025-10-17,TEN,Tennessee,D,Demand,Central,Central,405675,megawatthours
2025-10-17,TEX,Texas,D,Demand,Central,Central,1384479,megawatthours
2025-10-16,CAL,California,D,Demand,Central,Central,694724,megawatthours
2025-10-16,CAR,Carolinas,D,Demand,Central,Central,520212,megawatthours
2025-10-16,FLA,Florida,D,Demand,Central,Central,712350,megawatthours
2025-10-16,NY,New York,D,Demand,Central,Central,348982,megawatthours
2025-10-16,TEN,Tennessee,D,Demand,Central,Central,415102,megawatthours
2025-10-16,TEX,Texas,D,Demand,Central,Central,1310132,megawatthours
2025-10-15,CAL,California,D,Demand,Central,Central,695608,megawatthours
2025-10-15,CAR,Carolinas,D,Demand,Central,Central,538673,megawatthours
2025-10-15,FLA,Florida,D,Demand,Central,Central,705612,megawatthours
2025-10-15,NY,New York,D,Demand,Central,Central,355840,megawatthours
2025-10-15,TEN,Tennessee,D,Demand,Central,Central,410159,megawatthours
2025-10-15,TEX,Texas,D,Demand,Central,Central,1334764,megawatthours
2025-10-14,CAL,California,D,Demand,Central,Central,708847,megawatthours
2025-10-14,CAR,Carolinas,D,Demand,Central,Central,538120,megawatthours
2025-10-14,FLA,Florida,D,Demand,Central,Central,712692,megawatthours
2025-10-14,NY,New York,D,Demand,Central,Central,365185,megawatthours
2025-10-14,TEN,Tennessee,D,Demand,Central,Central,406813,megawatthours
2025-10-14,TEX,Texas,D,Demand,Central,Central,1351268,megawatthours
2025-10-13,CAL,California,D,Demand,Central,Central,707248,megawatthours
2025-10-13,CAR,Carolinas,D,Demand,Central,Central,534290,megawatthours
2025-10-13,FLA,Florida,D,Demand,Central,Central,700435,megawatthours
2025-10-13,NY,New York,D,Demand,Central,Central,368159,megawatthours
2025-10-13,TEN,Tennessee,D,Demand,Central,Central,401890,megawatthours
2025-10-13,TEX,Texas,D,Demand,Central,Central,1366298,megawatthours
2025-10-12,CAL,California,D,Demand,Central,Central,661963,megawatthours
2025-10-12,CAR,Carolinas,D,Demand,Central,Central,490395,megawatthours
2025-10-12,FLA,Florida,D,Demand,Central,Central,660252,megawatthours
2025-10-12,NY,New York,D,Demand,Central,Central,331523,megawatthours
2025-10-12,TEN,Tennessee,D,Demand,Central,Central,374151,megawatthours
2025-10-12,TEX,Texas,D,Demand,Central,Central,1307207,megawatthours
2025-10-11,CAL,California,D,Demand,Central,Central,699769,megawatthours
2025-10-11,CAR,Carolinas,D,Demand,Central,Central,483166,megawatthours
2025-10-11,FLA,Florida,D,Demand,Central,Central,656548,megawatthours
2025-10-11,NY,New York,D,Demand,Central,Central,335381,megawatthours
2025-10-11,TEN,Tennessee,D,Demand,Central,Central,375131,megawatthours
2025-10-11,TEX,Texas,D,Demand,Central,Central,1303696,megawatthours
2025-10-10,CAL,California,D,Demand,Central,Central,754202,megawatthours
2025-10-10,CAR,Carolinas,D,Demand,Central,Central,503509,megawatthours
2025-10-10,FLA,Florida,D,Demand,Central,Central,710415,megawatthours
2025-10-10,NY,New York,D,Demand,Central,Central,343932,megawatthours
2025-10-10,TEN,Tennessee,D,Demand,Central,Central,388524,megawatthours
2025-10-10,TEX,Texas,D,Demand,Central,Central,1367799,megawatthours
2025-10-09,CAL,California,D,Demand,Central,Central,745837,megawatthours
2025-10-09,CAR,Carolinas,D,Demand,Central,Central,528864,megawatthours
2025-10-09,FLA,Florida,D,Demand,Central,Central,793944,megawatthours
2025-10-09,NY,New York,D,Demand,Central,Central,340187,megawatthours
2025-10-09,TEN,Tennessee,D,Demand,Central,Central,388433,megawatthours
2025-10-09,TEX,Texas,D,Demand,Central,Central,1446342,megawatthours
2025-10-08,CAL,California,D,Demand,Central,Central,759831,megawatthours
2025-10-08,CAR,Carolinas,D,Demand,Central,Central,616872,megawatthours
2025-10-08,FLA,Florida,D,Demand,Central,Central,820672,megawatthours
2025-10-08,NY,New York,D,Demand,Central,Central,377986,megawatthours
2025-10-08,TEN,Tennessee,D,Demand,Central,Central,422509,megawatthours
2025-10-08,TEX,Texas,D,Demand,Central,Central,1457399,megawatthours
2025-10-07,CAL,California,D,Demand,Central,Central,766804,megawatthours
2025-10-07,CAR,Carolinas,D,Demand,Central,Central,605997,megawatthours
2025-10-07,FLA,Florida,D,Demand,Central,Central,811007,megawatthours
2025-10-07,NY,New York,D,Demand,Central,Central,413083,megawatthours
2025-10-07,TEN,Tennessee,D,Demand,Central,Central,441887,megawatthours
2025-10-07,TEX,Texas,D,Demand,Central,Central,1473203,megawatthours
2025-10-06,CAL,California,D,Demand,Central,Central,752828,megawatthours
2025-10-06,CAR,Carolinas,D,Demand,Central,Central,588781,megawatthours
2025-10-06,FLA,Florida,D,Demand,Central,Central,804541,megawatthours
2025-10-06,NY,New York,D,Demand,Central,Central,399208,megawatthours
2025-10-06,TEN,Tennessee,D,Demand,Central,Central,440158,megawatthours
2025-10-06,TEX,Texas,D,Demand,Central,Central,1457263,megawatthours
2025-10-05,CAL,California,D,Demand,Central,Central,683105,megawatthours
2025-10-05,CAR,Carolinas,D,Demand,Central,Central,533874,megawatthours
2025-10-05,FLA,Florida,D,Demand,Central,Central,783124,megawatthours
2025-10-05,NY,New York,D,Demand,Central,Central,366195,megawatthours
2025-10-05,TEN,Tennessee,D,Demand,Central,Central,413718,megawatthours
2025-10-05,TEX,Texas,D,Demand,Central,Central,1387337,megawatthours
2025-10-04,CAL,California,D,Demand,Central,Central,687101,megawatthours
2025-10-04,CAR,Carolinas,D,Demand,Central,Central,515598,megawatthours
2025-10-04,FLA,Florida,D,Demand,Central,Central,752386,megawatthours
2025-10-04,NY,New York,D,Demand,Central,Central,346015,megawatthours
2025-10-04,TEN,Tennessee,D,Demand,Central,Central,401392,megawatthours
2025-10-04,TEX,Texas,D,Demand,Central,Central,1369276,megawatthours
2025-10-03,CAL,California,D,Demand,Central,Central,772404,megawatthours
2025-10-03,CAR,Carolinas,D,Demand,Central,Central,523858,megawatthours
2025-10-03,FLA,Florida,D,Demand,Central,Central,759355,megawatthours
2025-10-03,NY,New York,D,Demand,Central,Central,349615,megawatthours
2025-10-03,TEN,Tennessee,D,Demand,Central,Central,429915,megawatthours
2025-10-03,TEX,Texas,D,Demand,Central,Central,1445657,megawatthours
2025-10-02,CAL,California,D,Demand,Central,Central,791262,megawatthours
2025-10-02,CAR,Carolinas,D,Demand,Central,Central,535284,megawatthours
2025-10-02,FLA,Florida,D,Demand,Central,Central,774327,megawatthours
2025-10-02,NY,New York,D,Demand,Central,Central,345473,megawatthours
2025-10-02,TEN,Tennessee,D,Demand,Central,Central,459833,megawatthours
2025-10-02,TEX,Texas,D,Demand,Central,Central,1443849,megawatthours
2025-10-01,CAL,California,D,Demand,Central,Central,801443,megawatthours
2025-10-01,CAR,Carolinas,D,Demand,Central,Central,573364,megawatthours
2025-10-01,FLA,Florida,D,Demand,Central,Central,807811,megawatthours
2025-10-01,NY,New York,D,Demand,Central,Central,352303,megawatthours
2025-10-01,TEN,Tennessee,D,Demand,Central,Central,477843,megawatthours
2025-10-01,TEX,Texas,D,Demand,Central,Central,1429009,megawatthours
2025-09-30,CAL,California,D,Demand,Central,Central,799160,megawatthours
2025-09-30,CAR,Carolinas,D,Demand,Central,Central,569426,megawatthours
2025-09-30,FLA,Florida,D,Demand,Central,Central,806583,megawatthours
2025-09-30,NY,New York,D,Demand,Central,Central,388118,megawatthours
2025-09-30,TEN,Tennessee,D,Demand,Central,Central,469423,megawatthours
2025-09-30,TEX,Texas,D,Demand,Central,Central,1417343,megawatthours
2025-09-29,CAL,California,D,Demand,Central,Central,797167,megawatthours
2025-09-29,CAR,Carolinas,D,Demand,Central,Central,574528,megawatthours
2025-09-29,FLA,Florida,D,Demand,Central,Central,821789,megawatthours
2025-09-29,NY,New York,D,Demand,Central,Central,399686,megawatthours
2025-09-29,TEN,Tennessee,D,Demand,Central,Central,462688,megawatthours
2025-09-29,TEX,Texas,D,Demand,Central,Central,1362592,megawatthours
2025-09-28,CAL,California,D,Demand,Central,Central,734583,megawatthours
2025-09-28,CAR,Carolinas,D,Demand,Central,Central,580428,megawatthours
2025-09-28,FLA,Florida,D,Demand,Central,Central,818720,megawatthours
2025-09-28,NY,New York,D,Demand,Central,Central,389955,megawatthours
2025-09-28,TEN,Tennessee,D,Demand,Central,Central,428783,megawatthours
2025-09-28,TEX,Texas,D,Demand,Central,Central,1325640,megawatthours
2025-09-27,CAL,California,D,Demand,Central,Central,766393,megawatthours
2025-09-27,CAR,Carolinas,D,Demand,Central,Central,596361,megawatthours
2025-09-27,FLA,Florida,D,Demand,Central,Central,814241,megawatthours
2025-09-27,NY,New York,D,Demand,Central,Central,383676,megawatthours
2025-09-27,TEN,Tennessee,D,Demand,Central,Central,422856,megawatthours
2025-09-27,TEX,Texas,D,Demand,Central,Central,1348210,megawatthours
2025-09-26,CAL,California,D,Demand,Central,Central,823916,megawatthours
2025-09-26,CAR,Carolinas,D,Demand,Central,Central,676265,megawatthours
2025-09-26,FLA,Florida,D,Demand,Central,Central,850589,megawatthours
2025-09-26,NY,New York,D,Demand,Central,Central,423182,megawatthours
2025-09-26,TEN,Tennessee,D,Demand,Central,Central,446269,megawatthours
2025-09-26,TEX,Texas,D,Demand,Central,Central,1390543,megawatthours
2025-09-25,CAL,California,D,Demand,Central,Central,857873,megawatthours
2025-09-25,CAR,Carolinas,D,Demand,Central,Central,711517,megawatthours
2025-09-25,FLA,Florida,D,Demand,Central,Central,860506,megawatthours
2025-09-25,NY,New York,D,Demand,Central,Central,443885,megawatthours
2025-09-25,TEN,Tennessee,D,Demand,Central,Central,459496,megawatthours
2025-09-25,TEX,Texas,D,Demand,Central,Central,1420986,megawatthours
2025-09-24,CAL,California,D,Demand,Central,Central,920719,megawatthours
2025-09-24,CAR,Carolinas,D,Demand,Central,Central,706676,megawatthours
2025-09-24,FLA,Florida,D,Demand,Central,Central,861090,megawatthours
2025-09-24,NY,New York,D,Demand,Central,Central,432306,megawatthours
2025-09-24,TEN,Tennessee,D,Demand,Central,Central,462561,megawatthours
2025-09-24,TEX,Texas,D,Demand,Central,Central,1506005,megawatthours
2025-09-23,CAL,California,D,Demand,Central,Central,933271,megawatthours
2025-09-23,CAR,Carolinas,D,Demand,Central,Central,656048,megawatthours
2025-09-23,FLA,Florida,D,Demand,Central,Central,830632,megawatthours
2025-09-23,NY,New York,D,Demand,Central,Central,417885,megawatthours
2025-09-23,TEN,Tennessee,D,Demand,Central,Central,479829,megawatthours
2025-09-23,TEX,Texas,D,Demand,Central,Central,1613144,megawatthours
2025-09-22,CAL,California,D,Demand,Central,Central,875949,megawatthours
2025-09-22,CAR,Carolinas,D,Demand,Central,Central,622114,megawatthours
2025-09-22,FLA,Florida,D,Demand,Central,Central,839430,megawatthours
2025-09-22,NY,New York,D,Demand,Central,Central,380362,megawatthours
2025-09-22,TEN,Tennessee,D,Demand,Central,Central,466899,megawatthours
2025-09-22,TEX,Texas,D,Demand,Central,Central,1573719,megawatthours
2025-09-21,CAL,California,D,Demand,Central,Central,795574,megawatthours
2025-09-21,CAR,Carolinas,D,Demand,Central,Central,598957,megawatthours
2025-09-21,FLA,Florida,D,Demand,Central,Central,807404,megawatthours
2025-09-21,NY,New York,D,Demand,Central,Central,337176,megawatthours
2025-09-21,TEN,Tennessee,D,Demand,Central,Central,462920,megawatthours
2025-09-21,TEX,Texas,D,Demand,Central,Central,1496934,megawatthours
2025-09-20,CAL,California,D,Demand,Central,Central,835670,megawatthours
2025-09-20,CAR,Carolinas,D,Demand,Central,Central,614523,megawatthours
2025-09-20,FLA,Florida,D,Demand,Central,Central,819945,megawatthours
2025-09-20,NY,New York,D,Demand,Central,Central,342948,megawatthours
2025-09-20,TEN,Tennessee,D,Demand,Central,Central,467602,megawatthours
2025-09-20,TEX,Texas,D,Demand,Central,Central,1482362,megawatthours
2025-09-19,CAL,California,D,Demand,Central,Central,875697,megawatthours
2025-09-19,CAR,Carolinas,D,Demand,Central,Central,654809,megawatthours
2025-09-19,FLA,Florida,D,Demand,Central,Central,822105,megawatthours
2025-09-19,NY,New York,D,Demand,Central,Central,409667,megawatthours
2025-09-19,TEN,Tennessee,D,Demand,Central,Central,480297,megawatthours
2025-09-19,TEX,Texas,D,Demand,Central,Central,1513181,megawatthours
2025-09-18,CAL,California,D,Demand,Central,Central,909284,megawatthours
2025-09-18,CAR,Carolinas,D,Demand,Central,Central,635789,megawatthours
2025-09-18,FLA,Florida,D,Demand,Central,Central,778345,megawatthours
2025-09-18,NY,New York,D,Demand,Central,Central,407109,megawatthours
2025-09-18,TEN,Tennessee,D,Demand,Central,Central,492797,megawatthours
2025-09-18,TEX,Texas,D,Demand,Central,Central,1507362,megawatthours
2025-09-17,CAL,California,D,Demand,Central,Central,970610,megawatthours
2025-09-17,CAR,Carolinas,D,Demand,Central,Central,591578,megawatthours
2025-09-17,FLA,Florida,D,Demand,Central,Central,761074,megawatthours
2025-09-17,NY,New York,D,Demand,Central,Central,386294,megawatthours
2025-09-17,TEN,Tennessee,D,Demand,Central,Central,498078,megawatthours
2025-09-17,TEX,Texas,D,Demand,Central,Central,1511781,megawatthours
2025-09-16,CAL,California,D,Demand,Central,Central,934870,megawatthours
2025-09-16,CAR,Carolinas,D,Demand,Central,Central,569669,megawatthours
2025-09-16,FLA,Florida,D,Demand,Central,Central,815940,megawatthours
2025-09-16,NY,New York,D,Demand,Central,Central,391736,megawatthours
2025-09-16,TEN,Tennessee,D,Demand,Central,Central,488146,megawatthours
2025-09-16,TEX,Texas,D,Demand,Central,Central,1502415,megawatthours
2025-09-15,CAL,California,D,Demand,Central,Central,876580,megawatthours
2025-09-15,CAR,Carolinas,D,Demand,Central,Central,589358,megawatthours
2025-09-15,FLA,Florida,D,Demand,Central,Central,801747,megawatthours
2025-09-15,NY,New York,D,Demand,Central,Central,408014,megawatthours
2025-09-15,TEN,Tennessee,D,Demand,Central,Central,502390,megawatthours
2025-09-15,TEX,Texas,D,Demand,Central,Central,1517940,megawatthours
2025-09-14,CAL,California,D,Demand,Central,Central,760398,megawatthours
2025-09-14,CAR,Carolinas,D,Demand,Central,Central,545125,megawatthours
2025-09-14,FLA,Florida,D,Demand,Central,Central,770953,megawatthours
2025-09-14,NY,New York,D,Demand,Central,Central,382291,megawatthours
2025-09-14,TEN,Tennessee,D,Demand,Central,Central,464212,megawatthours
2025-09-14,TEX,Texas,D,Demand,Central,Central,1464562,megawatthours
2025-09-13,CAL,California,D,Demand,Central,Central,776256,megawatthours
2025-09-13,CAR,Carolinas,D,Demand,Central,Central,548766,megawatthours
2025-09-13,FLA,Florida,D,Demand,Central,Central,761950,megawatthours
2025-09-13,NY,New York,D,Demand,Central,Central,375418,megawatthours
2025-09-13,TEN,Tennessee,D,Demand,Central,Central,458337,megawatthours
2025-09-13,TEX,Texas,D,Demand,Central,Central,1479940,megawatthours
2025-09-12,CAL,California,D,Demand,Central,Central,823921,megawatthours
2025-09-12,CAR,Carolinas,D,Demand,Central,Central,594100,megawatthours
2025-09-12,FLA,Florida,D,Demand,Central,Central,769531,megawatthours
2025-09-12,NY,New York,D,Demand,Central,Central,386255,megawatthours
2025-09-12,TEN,Tennessee,D,Demand,Central,Central,481239,megawatthours
2025-09-12,TEX,Texas,D,Demand,Central,Central,1534801,megawatthours
2025-09-11,CAL,California,D,Demand,Central,Central,819880,megawatthours
2025-09-11,CAR,Carolinas,D,Demand,Central,Central,594839,megawatthours
2025-09-11,FLA,Florida,D,Demand,Central,Central,803192,megawatthours
2025-09-11,NY,New York,D,Demand,Central,Central,384067,megawatthours
2025-09-11,TEN,Tennessee,D,Demand,Central,Central,483985,megawatthours
2025-09-11,TEX,Texas,D,Demand,Central,Central,1507308,megawatthours
2025-09-10,CAL,California,D,Demand,Central,Central,845542,megawatthours
2025-09-10,CAR,Carolinas,D,Demand,Central,Central,572114,megawatthours
2025-09-10,FLA,Florida,D,Demand,Central,Central,784008,megawatthours
2025-09-10,NY,New York,D,Demand,Central,Central,373259,megawatthours
2025-09-10,TEN,Tennessee,D,Demand,Central,Central,460448,megawatthours
2025-09-10,TEX,Texas,D,Demand,Central,Central,1434853,megawatthours
2025-09-09,CAL,California,D,Demand,Central,Central,868462,megawatthours
